step,reward,avg_ep_reward,gravity
1000,-2.6135479003292246,-259.105424755088,-10.0
2000,-3.423922794813614,-461.11582301778236,-10.0
3000,-3.4542447947980564,-357.07439817213265,-10.0
4000,-3.713727912821155,-410.59366556177235,-10.0
5000,-2.9303061598383455,-433.6485159707995,-10.0
6000,-2.794594823773774,-359.875657427987,-10.0
7000,-2.81497620035293,-333.6372401743661,-10.0
8000,-1.8702131146756447,-220.74168057064952,-10.0
9000,-2.2352901631326647,-330.04257598899,-10.0
10000,-1.0668334836687852,-157.9369169863513,-10.0
11000,-1.4924086282452906,-127.34727226597047,-0.6594032197264674
12000,-1.800657401765118,-166.0535575187195,-0.6594032197264674
13000,-1.914408040716978,-177.81352681762195,-0.6594032197264674
14000,-1.7157078341605478,-132.7016738074276,-0.6594032197264674
15000,-1.482058201163747,-122.20279486829949,-0.6594032197264674
16000,-1.4567168409623077,-113.00588012980259,-0.6594032197264674
17000,-1.473543976162539,-133.76192649864367,-0.6594032197264674
18000,-1.3314864984779282,-112.96188329637353,-0.6594032197264674
19000,-1.127096315810825,-95.4888921136877,-0.6594032197264674
20000,-1.137341837745581,-102.63615086154252,-0.6594032197264674
21000,-0.12658175798220125,-93.05601503729213,-9.055355016485553
22000,-0.8114659547552289,-117.7860245269568,-9.055355016485553
23000,-0.18413815935173777,-107.08783359798262,-9.055355016485553
24000,-0.17418156580741292,-67.02399911276642,-9.055355016485553
25000,-1.0519980221633118,-125.02811414228094,-9.055355016485553
26000,-0.6713181130696753,-89.955885394793,-9.055355016485553
27000,-0.6447198887157309,-78.55692482169268,-9.055355016485553
28000,-0.5702931232122048,-66.51693781453932,-9.055355016485553
29000,-0.8923878850170448,-131.5156444530071,-9.055355016485553
30000,-0.023589011945831958,-120.243018766578,-9.055355016485553
31000,-0.462186532014553,-39.25326644115701,-0.5463128007023137
32000,-0.8756667790607121,-74.24672153454428,-0.5463128007023137
33000,-0.5192038357741297,-48.357357166074415,-0.5463128007023137
34000,-0.4479262342928487,-46.741212674122245,-0.5463128007023137
35000,-0.6098591595889274,-52.79042417925122,-0.5463128007023137
36000,-0.285195908877227,-37.08632112848055,-0.5463128007023137
37000,-0.429664908521199,-31.813649529468996,-0.5463128007023137
38000,-0.44798488611754317,-40.48116582423601,-0.5463128007023137
39000,-0.21102585774731414,-25.63697725955684,-0.5463128007023137
40000,-0.22732619245846492,-22.6945525168917,-0.5463128007023137
41000,-0.32615193348253185,-39.26428689073472,-5.703680126512706
42000,-0.000799163053174274,-33.61815233215638,-5.703680126512706
43000,0.23264402289554972,3.8650794220641105,-5.703680126512706
44000,-0.12803990080109728,-1.6724274961063401,-5.703680126512706
45000,-0.15006411840574285,1.1274917075459228,-5.703680126512706
46000,-0.07934792005526427,-19.977944990030522,-5.703680126512706
47000,0.5918324844788831,11.527833384223127,-5.703680126512706
48000,-0.6922484640260423,-11.344903392308238,-5.703680126512706
49000,0.07783702092020402,-35.5738831379836,-5.703680126512706
50000,0.1998102309619989,5.8427411676160474,-5.703680126512706
51000,-0.44712524493552813,8.720438206003411,-6.045423508054583
52000,0.30938398946318124,-8.523816488154035,-6.045423508054583
53000,-0.026542376678927046,-37.26009297420643,-6.045423508054583
54000,0.24744713936049698,65.43086023191685,-6.045423508054583
55000,-0.10209432770483003,13.77800982074344,-6.045423508054583
56000,-0.6254146165894133,-82.15402183298251,-6.045423508054583
57000,-0.361485307762473,-97.11676354601019,-6.045423508054583
58000,-0.2875213681408103,-100.8830922026949,-6.045423508054583
59000,0.21349304181694623,-33.471938621832194,-6.045423508054583
60000,-0.10251944431052393,-13.368561896063289,-6.045423508054583
61000,0.023205047909742427,12.359927101074218,-15.678210088392472
62000,0.04447591276680852,15.976790357332323,-15.678210088392472
63000,0.18702260679920205,12.901865884501877,-15.678210088392472
64000,0.19795495484814415,42.62855245979273,-15.678210088392472
65000,0.05311182830765923,61.436124371839604,-15.678210088392472
66000,0.07345805757976547,60.811966898843764,-15.678210088392472
67000,-0.09696970026901362,37.01700993634874,-15.678210088392472
68000,0.09471877218288181,38.9495187222078,-15.678210088392472
69000,0.06314212947684675,7.899848722212096,-15.678210088392472
70000,-0.008703635981955771,-1.793529876005725,-15.678210088392472
71000,-0.5048062141821968,-51.07743169824194,-0.47451090447516364
72000,-0.43939330837822116,-42.639421071441305,-0.47451090447516364
73000,-0.2224716812504371,-35.049607043646446,-0.47451090447516364
74000,-0.25498653368926644,-23.710272743132514,-0.47451090447516364
75000,0.0038730785610665013,-5.318889132444085,-0.47451090447516364
76000,-0.014203791246935446,0.6961925763636572,-0.47451090447516364
77000,0.06606039782236303,3.689708513142412,-0.47451090447516364
78000,0.027647460594089394,-4.25432519438227,-0.47451090447516364
79000,0.15064031213817933,17.829354155208236,-0.47451090447516364
80000,0.0730731114404794,15.194940386457361,-0.47451090447516364
81000,-0.13154419557259375,-11.037802511930543,-19.8753948959082
82000,-0.21603249960776494,-31.389259852856412,-19.8753948959082
83000,-0.09388196085431412,-46.01896907483492,-19.8753948959082
84000,0.13016115355562935,-30.27121566454982,-19.8753948959082
85000,0.19437542112675943,-20.178431126789114,-19.8753948959082
86000,0.06462452333550771,-13.324561293676359,-19.8753948959082
87000,0.011643181971855477,2.69881671926816,-19.8753948959082
88000,-0.014827078068168038,-9.304316836424842,-19.8753948959082
89000,-0.07147687684721654,24.520498969358428,-19.8753948959082
90000,0.08117557646725707,21.873003546057262,-19.8753948959082
91000,0.1155805698451597,16.99260702892021,-14.94035275233112
92000,0.12937849970398888,20.30434282888808,-14.94035275233112
93000,0.08397288534437589,30.56097853825089,-14.94035275233112
94000,-0.11372423319494436,20.935530481824195,-14.94035275233112
95000,0.09605581937752225,28.323897959553108,-14.94035275233112
96000,0.12505037816204528,49.71499434156452,-14.94035275233112
97000,0.06155711196390285,43.506028787429116,-14.94035275233112
98000,0.0995036025577008,38.42758058334748,-14.94035275233112
99000,0.29864091870333503,47.03699843802324,-14.94035275233112
100000,0.09610959867306758,73.60180629395498,-14.94035275233112
